Nombre_Empleado,Apellido_Empleado,Nombre_Completo,ID_Empleado,Año,Proyecto,Calidad,Satisfacción,Productividad,Trabajo en equipo,Reclamaciones
MILLER,GRAY,MILLER GRAY,1687,2022,SmartNet,24.60,0.74,0.86,0.99,25 Reclamaciones
CHAIM,MENDOZA,CHAIM MENDOZA,1688,2022,SmartNet,19.54,0.82,0.76,0.74,85 Reclamaciones
SALVADOR,RUIZ,SALVADOR RUIZ,1689,2022,CloudConnect,12.20,0.95,0.42,0.91,78 Reclamaciones
AMIAS,HUGHES,AMIAS HUGHES,1690,2022,AIBoost,25.24,0.8,0.88,0.67,78 Reclamaciones
TADEO,PRICE,TADEO PRICE,1691,2022,JustVDB,24.67,0.85,0.74,0.79,49 Reclamaciones
CURTIS,ALVAREZ,CURTIS ALVAREZ,1692,2022,AIBoost,10.29,0.83,0.75,0.75,89 Reclamaciones
LACHLAN,CASTILLO,LACHLAN CASTILLO,1693,2022,InnovaTech,21.38,0.9,0.56,0.66,93 Reclamaciones
AMOS,SANDERS,AMOS SANDERS,1694,2022,InnovaTech,9.25,0.8,0.79,0.81,25 Reclamaciones
ANAKIN,PATEL,ANAKIN PATEL,1695,2022,CloudConnect,23.24,0.91,0.45,0.97,52 Reclamaciones
KREW,MYERS,KREW MYERS,1696,2022,CyberSafe,11.68,0.86,0.62,0.71,98 Reclamaciones
TOMAS,LONG,TOMAS LONG,1697,2022,SmartNet,20.20,0.78,0.57,0.81,69 Reclamaciones
JEFFERSON,ROSS,JEFFERSON ROSS,1698,2022,Vatro,15.43,0.75,0.63,0.67,13 Reclamaciones
YOSEF,FOSTER,YOSEF FOSTER,1699,2022,SmartNet,24.95,0.98,0.23,0.99,37 Reclamaciones
BRUNO,JIMENEZ,BRUNO JIMENEZ,1700,2022,InnovaTech,27.75,0.69,0.33,0.94,0 Reclamaciones
KORBIN,SMITH,KORBIN SMITH,1701,2022,SmartNet,25.89,0.59,0.51,0.98,78 Reclamaciones
AUGUSTINE,JOHNSON,AUGUSTINE JOHNSON,1702,2022,JustVDB,22.93,0.58,0.36,0.86,77 Reclamaciones
CAYSON,WILLIAMS,CAYSON WILLIAMS,1703,2022,SmartNet,12.33,0.68,0.62,0.92,55 Reclamaciones
MATHEW,BROWN,MATHEW BROWN,1704,2022,JustVDB,15.49,0.67,0.71,0.78,27 Reclamaciones
VIHAAN,JONES,VIHAAN JONES,1705,2022,InnovaTech,28.16,0.8,0.64,0.74,14 Reclamaciones
CLYDE,GARCIA,CLYDE GARCIA,1706,2022,CyberSafe,14.59,0.67,0.23,0.99,55 Reclamaciones
BRENDAN,MILLER,BRENDAN MILLER,1707,2022,CyberSafe,13.62,0.69,0.37,0.8,11 Reclamaciones
JAGGER,DAVIS,JAGGER DAVIS,1708,2022,CyberSafe,28.80,0.63,0.64,0.79,99 Reclamaciones
CARMELO,RODRIGUEZ,CARMELO RODRIGUEZ,1709,2022,CyberSafe,8.85,0.65,0.39,0.67,6 Reclamaciones
HARRY,MARTINEZ,HARRY MARTINEZ,1710,2022,AIBoost,12.22,0.56,0.62,0.96,83 Reclamaciones
NATHANAEL,HERNANDEZ,NATHANAEL HERNANDEZ,1711,2022,SmartNet,19.84,0.57,0.61,0.75,75 Reclamaciones
MITCHELL,LOPEZ,MITCHELL LOPEZ,1712,2022,Vatro,25.01,0.5,0.68,0.66,98 Reclamaciones
DARREN,GONZALES,DARREN GONZALES,1713,2022,CloudConnect,24.16,0.61,0.32,0.76,90 Reclamaciones
RAY,WILSON,RAY WILSON,1714,2022,Vatro,15.09,0.6,0.58,0.86,27 Reclamaciones
JEDIDIAH,ANDERSON,JEDIDIAH ANDERSON,1715,2022,SmartNet,28.02,0.52,0.63,0.86,99 Reclamaciones
JIMMY,THOMAS,JIMMY THOMAS,1716,2022,Vatro,13.36,0.68,0.37,0.77,10 Reclamaciones
LOCHLAN,TAYLOR,LOCHLAN TAYLOR,1717,2022,JustVDB,24.90,0.76,0.89,0.95,50 Reclamaciones
EDDIE,MOORE,EDDIE MOORE,1718,2022,JustVDB,26.81,0.79,0.43,0.86,40 Reclamaciones
RAYDEN,JACKSON,RAYDEN JACKSON,1719,2022,JustVDB,15.01,0.54,0.83,0.69,28 Reclamaciones
STANLEY,MARTIN,STANLEY MARTIN,1720,2022,JustVDB,12.73,0.74,0.35,0.97,37 Reclamaciones
JOE,LEE,JOE LEE,1721,2022,CloudConnect,20.75,0.59,0.51,0.94,72 Reclamaciones
HOUSTON,PEREZ,HOUSTON PEREZ,1722,2022,AIBoost,20.90,0.53,0.25,0.97,2 Reclamaciones
DOUGLAS,THOMPSON,DOUGLAS THOMPSON,1723,2022,JustVDB,22.06,0.52,0.4,0.91,7 Reclamaciones
VINCENZO,WHITE,VINCENZO WHITE,1724,2022,CyberSafe,22.21,0.8,0.38,0.88,9 Reclamaciones
CASEN,HARRIS,CASEN HARRIS,1725,2022,InnovaTech,19.70,0.66,0.36,0.81,32 Reclamaciones
JOZIAH,SANCHEZ,JOZIAH SANCHEZ,1726,2022,JustVDB,19.75,0.77,0.86,0.79,33 Reclamaciones
MARCELLUS,CLARK,MARCELLUS CLARK,1727,2022,CyberSafe,22.65,0.73,0.57,0.85,17 Reclamaciones
ATREUS,RAMIREZ,ATREUS RAMIREZ,1728,2022,CyberSafe,13.09,0.56,0.85,0.98,9 Reclamaciones
ARON,LEWIS,ARON LEWIS,1729,2022,CloudConnect,23.54,0.63,0.3,0.85,11 Reclamaciones
HUGH,ROBINSON,HUGH ROBINSON,1730,2022,JustVDB,7.59,0.71,0.76,0.87,14 Reclamaciones
MUSA,WALKER,MUSA WALKER,1731,2022,AIBoost,22.14,0.57,0.61,0.92,23 Reclamaciones
TOMMY,YOUNG,TOMMY YOUNG,1732,2022,InnovaTech,15.18,0.5,0.56,1,58 Reclamaciones
ALFREDO,ALLEN,ALFREDO ALLEN,1733,2022,Vatro,13.58,0.62,0.51,0.65,63 Reclamaciones
JUNIOR,KING,JUNIOR KING,1734,2022,CyberSafe,24.12,0.79,0.42,0.82,63 Reclamaciones
NEIL,WRIGHT,NEIL WRIGHT,1735,2022,CloudConnect,24.43,0.51,0.71,0.93,14 Reclamaciones
WESTLEY,SCOTT,WESTLEY SCOTT,1736,2022,AIBoost,28.27,0.52,0.51,0.93,31 Reclamaciones
BANKS,TORRES,BANKS TORRES,1737,2022,InnovaTech,26.43,0.64,0.84,1,45 Reclamaciones
ELIEL,NGUYEN,ELIEL NGUYEN,1738,2022,CloudConnect,8.54,0.71,0.25,0.95,84 Reclamaciones
MELVIN,HILL,MELVIN HILL,1739,2022,InnovaTech,20.93,0.61,0.35,0.92,23 Reclamaciones
MAXIMO,FLORES,MAXIMO FLORES,1740,2022,SmartNet,22.41,0.65,0.89,0.91,57 Reclamaciones
COLTEN,GREEN,COLTEN GREEN,1741,2022,AIBoost,25.71,0.78,0.8,0.94,16 Reclamaciones
LANCE,ADAMS,LANCE ADAMS,1742,2022,SmartNet,26.84,0.77,0.87,0.91,52 Reclamaciones
TRACE,NELSON,TRACE NELSON,1743,2022,CloudConnect,14.95,0.71,0.8,1,39 Reclamaciones
AXL,BAKER,AXL BAKER,1744,2022,CloudConnect,9.34,0.58,0.7,0.84,7 Reclamaciones
RAMON,HALL,RAMON HALL,1745,2022,Vatro,11.78,0.63,0.42,0.93,17 Reclamaciones
VICENTE,RIVERA,VICENTE RIVERA,1746,2022,JustVDB,13.40,0.66,0.42,0.86,69 Reclamaciones
BRENNAN,CAMPBELL,BRENNAN CAMPBELL,1747,2022,SmartNet,24.86,0.78,0.4,0.67,59 Reclamaciones
CASPIAN,MITCHELL,CASPIAN MITCHELL,1748,2022,AIBoost,25.16,0.58,0.37,0.86,67 Reclamaciones
DEANDRE,CARTER,DEANDRE CARTER,1749,2022,JustVDB,22.22,0.69,0.78,0.68,54 Reclamaciones
LEE,ROBERTS,LEE ROBERTS,1750,2022,CyberSafe,13.19,0.68,0.3,0.66,59 Reclamaciones
VALENTIN,GOMEZ,VALENTIN GOMEZ,1751,2022,CyberSafe,12.89,0.74,0.52,0.74,37 Reclamaciones
BEN,PHILLIPS,BEN PHILLIPS,1752,2022,Vatro,20.12,0.53,0.4,0.66,1 Reclamaciones
LOUIE,EVANS,LOUIE EVANS,1753,2022,InnovaTech,14.45,0.66,0.59,0.88,5 Reclamaciones
WESTIN,TURNER,WESTIN TURNER,1754,2022,JustVDB,14.93,0.5,0.33,0.75,11 Reclamaciones
WAYNE,DIAZ,WAYNE DIAZ,1755,2022,InnovaTech,21.24,0.65,0.83,0.98,14 Reclamaciones
BENICIO,PARKER,BENICIO PARKER,1756,2022,InnovaTech,13.80,0.72,0.61,0.98,32 Reclamaciones
GREY,CRUZ,GREY CRUZ,1757,2022,SmartNet,13.28,0.5,0.33,0.74,95 Reclamaciones
ZAYD,EDWARDS,ZAYD EDWARDS,1758,2022,InnovaTech,22.06,0.77,0.4,0.95,27 Reclamaciones
GATLIN,COLLINS,GATLIN COLLINS,1759,2022,Vatro,21.15,0.51,0.36,0.69,66 Reclamaciones
MEKHI,REYES,MEKHI REYES,1760,2022,SmartNet,22.82,0.77,0.85,0.75,61 Reclamaciones
ORLANDO,STEWART,ORLANDO STEWART,1761,2022,CloudConnect,21.85,0.68,0.51,0.67,84 Reclamaciones
BJORN,MORRIS,BJORN MORRIS,1762,2022,JustVDB,14.23,0.57,0.24,0.65,38 Reclamaciones
ALONSO,MORALES,ALONSO MORALES,1763,2022,AIBoost,14.31,0.59,0.89,0.81,37 Reclamaciones
RIO,MURPHY,RIO MURPHY,1764,2022,SmartNet,22.03,0.65,0.69,0.65,13 Reclamaciones
ALDO,COOK,ALDO COOK,1765,2022,SmartNet,15.52,0.59,0.87,0.66,93 Reclamaciones
BYRON,ROGERS,BYRON ROGERS,1766,2022,JustVDB,20.95,0.75,0.29,0.8,16 Reclamaciones
ELISEO,GUTIERREZ,ELISEO GUTIERREZ,1767,2022,AIBoost,12.47,0.59,0.33,0.75,94 Reclamaciones
ERNESTO,ORTIZ,ERNESTO ORTIZ,1768,2022,Vatro,13.46,0.74,0.55,0.66,0 Reclamaciones
TALON,MORGAN,TALON MORGAN,1769,2022,CyberSafe,26.76,0.71,0.32,0.97,95 Reclamaciones
THADDEUS,COOPER,THADDEUS COOPER,1770,2022,InnovaTech,12.81,0.58,0.84,0.97,22 Reclamaciones
BRECKEN,PETERSON,BRECKEN PETERSON,1771,2022,CloudConnect,8.19,0.65,0.85,0.94,80 Reclamaciones
KACE,BAILEY,KACE BAILEY,1772,2022,CyberSafe,12.08,0.51,0.47,0.7,52 Reclamaciones
KELLEN,REED,KELLEN REED,1773,2022,CloudConnect,11.75,0.53,0.25,0.86,42 Reclamaciones
ENOCH,KELLY,ENOCH KELLY,1774,2022,Vatro,28.74,0.5,0.6,0.8,45 Reclamaciones
KIAAN,HOWARD,KIAAN HOWARD,1775,2022,JustVDB,22.53,0.72,0.27,0.77,7 Reclamaciones
LIAN,RAMOS,LIAN RAMOS,1776,2022,InnovaTech,22.61,0.65,0.82,0.87,100 Reclamaciones
CREED,KIM,CREED KIM,1777,2022,InnovaTech,14.90,0.75,0.26,0.92,77 Reclamaciones
ROHAN,COX,ROHAN COX,1778,2022,SmartNet,12.57,0.62,0.62,0.68,63 Reclamaciones
CALLAHAN,WARD,CALLAHAN WARD,1779,2022,CloudConnect,22.29,0.62,0.81,0.68,20 Reclamaciones
JAXXON,RICHARDSON,JAXXON RICHARDSON,1780,2022,InnovaTech,7.87,0.77,0.79,0.69,22 Reclamaciones
OCEAN,WATSON,OCEAN WATSON,1781,2022,InnovaTech,22.48,0.52,0.53,0.7,29 Reclamaciones
CROSBY,BROOKS,CROSBY BROOKS,1782,2022,CloudConnect,24.51,0.54,0.5,0.95,72 Reclamaciones
DASH,CHAVEZ,DASH CHAVEZ,1783,2022,Vatro,9.02,0.59,0.23,0.8,14 Reclamaciones
GARY,WOOD,GARY WOOD,1784,2022,SmartNet,21.23,0.63,0.37,0.92,77 Reclamaciones
MYLO,JAMES,MYLO JAMES,1785,2022,InnovaTech,11.64,0.73,0.8,0.82,41 Reclamaciones
IRA,BENNET,IRA BENNET,1786,2022,CyberSafe,23.54,0.7,0.71,0.82,48 Reclamaciones
MAGNUS,GRAY,MAGNUS GRAY,1787,2022,Vatro,23.37,0.78,0.43,0.7,30 Reclamaciones
ABDULLAH,MENDOZA,ABDULLAH MENDOZA,1788,2022,JustVDB,21.31,0.68,0.63,0.85,46 Reclamaciones
KYE,RUIZ,KYE RUIZ,1789,2022,Vatro,22.25,0.71,0.8,0.81,69 Reclamaciones
TRU,HUGHES,TRU HUGHES,1790,2022,AIBoost,19.00,0.61,0.48,0.79,40 Reclamaciones
FOREST,PRICE,FOREST PRICE,1791,2022,AIBoost,22.55,0.59,0.37,0.86,18 Reclamaciones
JON,ALVAREZ,JON ALVAREZ,1792,2022,SmartNet,24.71,0.79,0.45,0.82,39 Reclamaciones
MISAEL,CASTILLO,MISAEL CASTILLO,1793,2022,SmartNet,22.29,0.69,0.54,0.65,27 Reclamaciones
MADDEN,SANDERS,MADDEN SANDERS,1794,2022,SmartNet,19.60,0.63,0.67,0.69,6 Reclamaciones
BRADEN,PATEL,BRADEN PATEL,1795,2022,SmartNet,14.39,0.65,0.35,0.89,92 Reclamaciones
CARL,MYERS,CARL MYERS,1796,2022,InnovaTech,24.09,0.75,0.49,0.83,30 Reclamaciones
HASSAN,LONG,HASSAN LONG,1797,2022,CloudConnect,23.20,0.55,0.55,0.9,25 Reclamaciones
KRISTIAN,ROSS,KRISTIAN ROSS,1798,2022,InnovaTech,12.59,0.51,0.69,0.87,0 Reclamaciones
ALARIC,FOSTER,ALARIC FOSTER,1799,2022,InnovaTech,22.86,0.68,0.48,0.86,84 Reclamaciones
AMBROSE,JIMENEZ,AMBROSE JIMENEZ,1800,2022,Vatro,23.38,0.77,0.79,0.85,87 Reclamaciones
DARIO,GARCIA,DARIO GARCIA,1801,2022,Vatro,22.77,0.51,0.89,0.92,22 Reclamaciones
ALLAN,RODRIGUEZ,ALLAN RODRIGUEZ,1802,2022,Vatro,22.30,0.69,0.73,0.91,41 Reclamaciones
BODE,HERNANDEZ,BODE HERNANDEZ,1803,2022,AIBoost,22.47,0.58,0.44,0.98,40 Reclamaciones
BODEN,MARTINEZ,BODEN MARTINEZ,1804,2022,Vatro,23.33,0.78,0.57,0.73,71 Reclamaciones
JUELZ,LOPEZ,JUELZ LOPEZ,1805,2022,InnovaTech,22.86,0.55,0.46,0.87,35 Reclamaciones
KRISTOPHER,GONZALEZ,KRISTOPHER GONZALEZ,1806,2022,Vatro,24.45,0.75,0.82,0.77,2 Reclamaciones
IDRIS,PEREZ,IDRIS PEREZ,1807,2022,SmartNet,25.72,0.72,0.59,0.65,75 Reclamaciones
AMEER,SANCHEZ,AMEER SANCHEZ,1808,2022,CloudConnect,15.97,0.63,0.7,0.69,84 Reclamaciones
ANDERS,RAMIREZ,ANDERS RAMIREZ,1809,2022,CloudConnect,20.15,0.72,0.62,0.85,18 Reclamaciones
DARIAN,TORRES,DARIAN TORRES,1810,2022,JustVDB,11.90,0.75,0.69,0.97,31 Reclamaciones
KASE,FLORES,KASE FLORES,1811,2022,Vatro,25.17,0.64,0.72,0.68,98 Reclamaciones
ARYAN,RIVERA,ARYAN RIVERA,1812,2022,AIBoost,21.27,0.74,0.72,0.81,88 Reclamaciones
DANE,GOMEZ,DANE GOMEZ,1813,2022,AIBoost,12.14,0.61,0.26,0.79,62 Reclamaciones
GUILLERMO,DIAZ,GUILLERMO DIAZ,1814,2022,CloudConnect,14.50,0.76,0.67,0.95,7 Reclamaciones
JAKOBE,CRUZ,JAKOBE CRUZ,1815,2022,InnovaTech,25.47,0.8,0.6,0.75,15 Reclamaciones
THATCHER,MORALES,THATCHER MORALES,1816,2022,CloudConnect,10.99,0.54,0.33,0.83,72 Reclamaciones
EUGENE,REYES,EUGENE REYES,1817,2022,AIBoost,10.71,0.52,0.5,0.66,4 Reclamaciones
ISHAAN,GUTIERREZ,ISHAAN GUTIERREZ,1818,2022,CloudConnect,11.86,0.79,0.44,0.81,63 Reclamaciones
LARRY,ORTIZ,LARRY ORTIZ,1819,2022,AIBoost,13.25,0.52,0.72,0.65,82 Reclamaciones
WESSON,CHAVEZ,WESSON CHAVEZ,1820,2022,AIBoost,27.52,0.55,0.23,0.82,73 Reclamaciones
YEHUDA,RAMOS,YEHUDA RAMOS,1821,2022,Vatro,13.69,0.72,0.83,0.73,5 Reclamaciones
ALVARO,RUIZ,ALVARO RUIZ,1822,2022,SmartNet,22.65,0.58,0.71,0.7,58 Reclamaciones
BOBBY,MENDOZA,BOBBY MENDOZA,1823,2022,JustVDB,10.62,0.57,0.54,0.92,36 Reclamaciones
BRONSON,ALVAREZ,BRONSON ALVAREZ,1824,2022,AIBoost,10.45,0.61,0.31,0.65,76 Reclamaciones
DILAN,JIMENEZ,DILAN JIMENEZ,1825,2022,JustVDB,13.12,0.61,0.61,0.84,24 Reclamaciones
KOLE,CASTILLO,KOLE CASTILLO,1826,2022,CyberSafe,14.37,0.62,0.74,0.89,66 Reclamaciones
KYRO,VASQUEZ,KYRO VASQUEZ,1827,2022,InnovaTech,13.32,0.5,0.39,0.68,5 Reclamaciones
TRISTEN,ROMERO,TRISTEN ROMERO,1828,2022,InnovaTech,12.79,0.51,0.21,0.67,50 Reclamaciones
BLAZE,MORENO,BLAZE MORENO,1829,2022,Vatro,29.03,0.67,0.53,0.75,64 Reclamaciones
BRAYAN,GONZALES,BRAYAN GONZALES,1830,2022,CyberSafe,20.64,0.58,0.47,0.99,71 Reclamaciones
JADIEL,HERRERA,JADIEL HERRERA,1831,2022,CyberSafe,8.60,0.78,0.76,0.78,7 Reclamaciones
DEMETRIUS,AGUILAR,DEMETRIUS AGUILAR,1832,2022,CyberSafe,21.91,0.73,0.32,0.88,36 Reclamaciones
MAURICE,MEDINA,MAURICE MEDINA,1833,2022,JustVDB,27.19,0.5,0.9,0.9,65 Reclamaciones
ARIAN,VARGAS,ARIAN VARGAS,1834,2022,SmartNet,20.61,0.76,0.88,0.95,13 Reclamaciones
KABIR,CASTRO,KABIR CASTRO,1835,2022,InnovaTech,14.42,0.53,0.43,0.9,81 Reclamaciones
ROCKY,GUZMAN,ROCKY GUZMAN,1836,2022,CyberSafe,25.19,0.5,0.59,0.71,67 Reclamaciones
RUDY,MENDEZ,RUDY MENDEZ,1837,2022,SmartNet,28.50,0.74,0.21,0.85,34 Reclamaciones
RANDY,FERNANDEZ,RANDY FERNANDEZ,1838,2022,JustVDB,15.79,0.76,0.22,0.94,97 Reclamaciones
RODNEY,MUNOZ,RODNEY MUNOZ,1839,2022,CyberSafe,22.52,0.63,0.51,0.83,45 Reclamaciones
YOUSEF,SALAZAR,YOUSEF SALAZAR,1840,2022,Vatro,9.44,0.52,0.24,0.66,90 Reclamaciones
FELIPE,GARZA,FELIPE GARZA,1841,2022,CyberSafe,19.77,0.62,0.72,0.85,33 Reclamaciones
AYDIN,SOTO,AYDIN SOTO,1842,2022,CloudConnect,21.66,0.79,0.2,0.69,2 Reclamaciones
KAISER,VAZQUEZ,KAISER VAZQUEZ,1843,2022,JustVDB,22.23,0.63,0.69,0.88,0 Reclamaciones
VAN,ALVARADO,VAN ALVARADO,1844,2022,JustVDB,11.13,0.73,0.41,0.89,13 Reclamaciones
BRODIE,CONTRERAS,BRODIE CONTRERAS,1845,2022,InnovaTech,26.29,0.64,0.26,0.83,80 Reclamaciones
EITHAN,DELGADO,EITHAN DELGADO,1846,2022,JustVDB,26.52,0.71,0.89,0.73,35 Reclamaciones
STEFAN,PENA,STEFAN PENA,1847,2022,CloudConnect,11.10,0.65,0.68,0.71,28 Reclamaciones
ULISES,RIOS,ULISES RIOS,1848,2022,CloudConnect,20.23,0.61,0.79,0.85,26 Reclamaciones
CAMILO,GUERRERO,CAMILO GUERRERO,1849,2022,SmartNet,22.88,0.68,0.22,0.87,2 Reclamaciones
BRANSON,SANDOVAL,BRANSON SANDOVAL,1850,2022,JustVDB,8.71,0.7,0.63,0.97,90 Reclamaciones
JAKARI,ORTEGA,JAKARI ORTEGA,1851,2022,InnovaTech,11.54,0.58,0.57,0.96,80 Reclamaciones
JUDSON,ESTRADA,JUDSON ESTRADA,1852,2022,JustVDB,9.98,0.64,0.59,0.95,35 Reclamaciones
YAHIR,NUNEZ,YAHIR NUNEZ,1853,2022,Vatro,22.52,0.58,0.51,0.93,14 Reclamaciones
ZAVIER,MALDONADO,ZAVIER MALDONADO,1854,2022,CyberSafe,20.72,0.66,0.34,0.89,0 Reclamaciones
DAMARI,DOMINGUEZ,DAMARI DOMINGUEZ,1855,2022,Vatro,22.90,0.56,0.78,0.68,55 Reclamaciones
JAKOB,VALDEZ,JAKOB VALDEZ,1856,2022,CyberSafe,19.14,0.61,0.24,0.74,99 Reclamaciones
JAXX,VEGA,JAXX VEGA,1857,2022,JustVDB,12.07,0.6,0.43,0.7,5 Reclamaciones
BENTLEE,SANTIAGO,BENTLEE SANTIAGO,1858,2022,JustVDB,20.43,0.55,0.61,0.69,54 Reclamaciones
CAIN,ESPINOZA,CAIN ESPINOZA,1859,2022,AIBoost,21.75,0.67,0.78,0.67,91 Reclamaciones
NIKLAUS,ROJAS,NIKLAUS ROJAS,1860,2022,AIBoost,14.46,0.6,0.2,0.85,52 Reclamaciones
REY,SILVA,REY SILVA,1861,2022,SmartNet,14.44,0.69,0.64,0.75,98 Reclamaciones
ZAHIR,MEJIA,ZAHIR MEJIA,1862,2022,SmartNet,21.71,0.74,0.69,0.76,14 Reclamaciones
ARIES,MARQUEZ,ARIES MARQUEZ,1863,2022,Vatro,8.74,0.78,0.87,0.94,43 Reclamaciones
BLAINE,,BLAINE ,1864,2022,JustVDB,21.99,0.65,0.76,0.83,52 Reclamaciones
KYNG,,KYNG ,1865,2022,JustVDB,24.79,0.7,0.68,0.87,42 Reclamaciones
CASTIEL,,CASTIEL ,1866,2022,SmartNet,25.91,0.74,0.58,0.67,70 Reclamaciones
HENRIK,,HENRIK ,1867,2022,CloudConnect,19.82,0.5,0.84,0.73,45 Reclamaciones
KHALID,,KHALID ,1868,2022,Vatro,9.07,0.73,0.54,0.77,48 Reclamaciones
BEAR,,BEAR ,1869,2022,JustVDB,22.35,0.66,0.81,0.91,69 Reclamaciones
GRAYSEN,,GRAYSEN ,1870,2022,AIBoost,23.62,0.74,0.76,0.66,100 Reclamaciones
JAIR,,JAIR ,1871,2022,InnovaTech,22.25,0.51,0.55,0.96,87 Reclamaciones
KYLEN,,KYLEN ,1872,2022,JustVDB,21.23,0.76,0.44,0.98,87 Reclamaciones
DARWIN,,DARWIN ,1873,2022,InnovaTech,15.02,0.78,0.52,0.98,33 Reclamaciones
ALFRED,,ALFRED ,1874,2022,CloudConnect,8.50,0.8,0.83,0.79,70 Reclamaciones
AYAN,,AYAN ,1875,2022,AIBoost,12.45,0.77,0.38,0.8,88 Reclamaciones
KENJI,,KENJI ,1876,2022,JustVDB,9.60,0.69,0.79,0.94,12 Reclamaciones
ZAKAI,,ZAKAI ,1877,2022,AIBoost,21.75,0.76,0.75,0.77,94 Reclamaciones
AVI,,AVI ,1878,2022,CloudConnect,13.97,0.61,0.78,0.67,44 Reclamaciones
FISHER,,FISHER ,1879,2022,JustVDB,22.45,0.76,0.6,0.83,58 Reclamaciones
JACOBY,,JACOBY ,1880,2022,CyberSafe,27.67,0.5,0.68,0.99,10 Reclamaciones
OSIRIS,,OSIRIS ,1881,2022,CyberSafe,27.18,0.59,0.61,0.74,40 Reclamaciones
HARLEM,,HARLEM ,1882,2022,Vatro,20.53,0.55,0.86,0.86,46 Reclamaciones
JAMAL,,JAMAL ,1883,2022,SmartNet,8.47,0.64,0.45,0.74,89 Reclamaciones
SANTOS,,SANTOS ,1884,2022,CyberSafe,21.37,0.79,0.53,0.82,36 Reclamaciones
WALLACE,,WALLACE ,1885,2022,Vatro,14.89,0.63,0.84,0.76,92 Reclamaciones
BRETT,,BRETT ,1886,2022,CyberSafe,20.92,0.71,0.69,0.85,86 Reclamaciones
FOX,,FOX ,1887,2022,SmartNet,24.09,0.54,0.87,1,86 Reclamaciones
LEIF,,LEIF ,1888,2022,CyberSafe,23.76,0.74,0.45,0.84,30 Reclamaciones
MAISON,,MAISON ,1889,2022,InnovaTech,22.87,0.69,0.48,0.75,57 Reclamaciones
REUBEN,,REUBEN ,1890,2022,JustVDB,26.50,0.75,0.32,0.9,49 Reclamaciones
ADLER,,ADLER ,1891,2022,Vatro,20.76,0.8,0.27,0.81,100 Reclamaciones
ZEV,,ZEV ,1892,2022,SmartNet,23.27,0.63,0.42,0.73,79 Reclamaciones
CALUM,,CALUM ,1893,2022,CloudConnect,10.95,0.6,0.88,0.88,71 Reclamaciones
KELVIN,,KELVIN ,1894,2022,InnovaTech,27.94,0.62,0.78,0.79,33 Reclamaciones
ZECHARIAH,,ZECHARIAH ,1895,2022,Vatro,24.82,0.55,0.55,0.74,48 Reclamaciones
BRIDGER,,BRIDGER ,1896,2022,Vatro,26.31,0.71,0.22,0.74,2 Reclamaciones
MCCOY,,MCCOY ,1897,2022,JustVDB,20.43,0.59,0.33,0.73,0 Reclamaciones
SEVEN,,SEVEN ,1898,2022,Vatro,10.31,0.76,0.49,0.92,24 Reclamaciones
SHEPARD,GARCIA,SHEPARD GARCIA,1899,2022,AIBoost,12.42,0.78,0.34,0.73,9 Reclamaciones
AZRAEL,RODRIGUEZ,AZRAEL RODRIGUEZ,1900,2022,Vatro,12.44,0.52,0.65,0.97,67 Reclamaciones
LEROY,HERNANDEZ,LEROY HERNANDEZ,1901,2022,Vatro,21.37,0.63,0.85,0.76,10 Reclamaciones
TERRY,MARTINEZ,TERRY MARTINEZ,1902,2022,SmartNet,13.71,0.69,0.35,0.94,92 Reclamaciones
HAROLD,LOPEZ,HAROLD LOPEZ,1903,2022,InnovaTech,19.58,0.8,0.83,0.97,70 Reclamaciones
MAC,GONZALEZ,MAC GONZALEZ,1904,2022,Vatro,22.26,0.7,0.71,0.7,7 Reclamaciones
MORDECHAI,PEREZ,MORDECHAI PEREZ,1905,2022,CloudConnect,24.77,0.65,0.51,0.84,98 Reclamaciones
AHMIR,SANCHEZ,AHMIR SANCHEZ,1906,2022,SmartNet,13.88,0.61,0.22,0.99,77 Reclamaciones
CAL,RAMIREZ,CAL RAMIREZ,1907,2022,JustVDB,23.97,0.73,0.33,0.81,28 Reclamaciones
FRANCO,TORRES,FRANCO TORRES,1908,2022,Vatro,23.61,0.53,0.22,0.76,33 Reclamaciones
TRENT,FLORES,TRENT FLORES,1909,2022,CyberSafe,25.55,0.71,0.32,0.9,99 Reclamaciones
BLAISE,RIVERA,BLAISE RIVERA,1910,2022,CloudConnect,23.11,0.62,0.47,0.71,65 Reclamaciones
COEN,GOMEZ,COEN GOMEZ,1911,2022,AIBoost,20.21,0.67,0.84,0.93,33 Reclamaciones
DOMINIK,DIAZ,DOMINIK DIAZ,1912,2022,CloudConnect,22.50,0.78,0.35,0.84,19 Reclamaciones
DAVION,CRUZ,DAVION CRUZ,1913,2022,JustVDB,23.82,0.63,0.39,0.96,84 Reclamaciones
JEREMIAS,MORALES,JEREMIAS MORALES,1914,2022,AIBoost,27.38,0.8,0.63,0.76,33 Reclamaciones
RIGGS,REYES,RIGGS REYES,1915,2022,InnovaTech,12.67,0.73,0.59,0.85,24 Reclamaciones
JONES,GUTIERREZ,JONES GUTIERREZ,1916,2022,CloudConnect,9.08,0.78,0.37,0.7,3 Reclamaciones
WILL,ORTIZ,WILL ORTIZ,1917,2022,CyberSafe,7.95,0.71,0.63,0.89,94 Reclamaciones
