Nombre_Empleado,Apellido_Empleado,Nombre_Completo,Genero,Cargo,Nivel cargo,Edad ,Ubicacion,Modalidad, Salario , Estado Civil , Telefono , Contrato Indefinido 
EMBERLY,MERINO,EMBERLY MERINO,F,Especialista de Software,Junior,22,"Zurich, Suiza",Hibrido,"$8,000",S,9817828,No
MCKINLEY,LARIOS,MCKINLEY LARIOS,F,Especialista de Software,Junior,22,"Madrid, España",Teletrabajo,"$7,000",S,9684463,Si
MYRA,SIFUENTES,MYRA SIFUENTES,F,Especialista de Software,Junior,23,"Basilea, Suiza",Hibrido,"$7,000",O,9331512,Si
KATALINA,GODOY,KATALINA GODOY,F,Especialista de Software,Junior,23,"Lyon, Francia",Teletrabajo,"$10,000",O,9440575,Si
ANTONELLA,RODAS,ANTONELLA RODAS,F,Especialista de Software,Junior,21,"Zurich, Suiza",Presencial,"$11,000",S,9235379,Si
ZELDA,PEDROZA,ZELDA PEDROZA,F,Especialista de Software,Junior,19,"Lyon, Francia",Teletrabajo,"$13,000",S,9745547,Si
ALANNA,TELLO,ALANNA TELLO,F,Especialista de Software,Junior,27,"Touluse, Francia",Hibrido,"$8,000",S,8923738,Si
AMAIA,HARO,AMAIA HARO,F,Especialista de Software,Junior,18,"Zurich, Suiza",Hibrido,"$6,000",O,9866645,No
PRISCILLA,ESTEVEZ,PRISCILLA ESTEVEZ,F,Especialista de Software,Junior,29,"Basilea, Suiza",Presencial,"$9,000",O,9052958,No
KALIYAH,SAUCEDA,KALIYAH SAUCEDA,F,Especialista de Software,Junior,29,"Touluse, Francia",Presencial,"$13,000",S,9412335,Si
ITZEL,TRINIDAD,ITZEL TRINIDAD,F,Especialista de Software,Junior,30,"Lyon, Francia",Teletrabajo,"$13,000",C,9143074,Si
OAKLYN,CORRALES,OAKLYN CORRALES,F,Especialista de Software,Junior,28,"Zurich, Suiza",Hibrido,"$13,000",C,8859135,Si
ALMA,CAMARILLO,ALMA CAMARILLO,F,Especialista de Software,Junior,24,"Zurich, Suiza",Teletrabajo,"$8,000",C,8917329,Si
MALLORY,BRISENO,MALLORY BRISENO,F,Especialista de Software,Junior,22,"Touluse, Francia",Hibrido,"$13,000",C,9186680,Si
NOVAH,VILLATORO,NOVAH VILLATORO,F,Especialista de Software,Junior,19,"Zurich, Suiza",Hibrido,"$6,000",S,9267341,Si
AMALIA,AMBRIZ,AMALIA AMBRIZ,F,Especialista de Software,Junior,23,"Zurich, Suiza",Hibrido,"$13,000",S,9052562,Si
FERNANDA,FRANCISCO,FERNANDA FRANCISCO,F,Especialista de Software,Junior,18,"Touluse, Francia",Hibrido,"$10,000",S,8988316,No
ALIA,PICHARDO,ALIA PICHARDO,F,Especialista de Software,Junior,25,"Ginebra, Suiza",Hibrido,"$9,000",O,8677678,Si
ANGELICA,CEDILLO,ANGELICA CEDILLO,F,Especialista de Software,Junior,23,"Touluse, Francia",Presencial,"$9,000",C,9851544,No
MAE,AMARO,MAE AMARO,F,Especialista de Software,Junior,23,"Lyon, Francia",Teletrabajo,"$13,000",S,9066379,No
GLORIA,LLAMAS,GLORIA LLAMAS,F,Especialista de Software,Junior,22,"Touluse, Francia",Presencial,"$13,000",C,9752665,No
ARIYA,MENENDEZ,ARIYA MENENDEZ,F,Especialista de Software,Junior,29,"Madrid, España",Hibrido,"$6,000",O,8691476,Si
VIRGINIA,SARMIENTO,VIRGINIA SARMIENTO,F,Especialista de Software,Junior,30,"Madrid, España",Teletrabajo,"$12,000",S,8736582,Si
CHEYENNE,NINO,CHEYENNE NINO,F,Especialista de Software,Junior,29,"Lyon, Francia",Teletrabajo,"$8,000",O,9571960,Si
ALEAH,PANIAGUA,ALEAH PANIAGUA,F,Especialista de Software,Junior,21,"Basilea, Suiza",Teletrabajo,"$8,000",S,9596152,Si
JEMMA,SERRATO,JEMMA SERRATO,F,Especialista de Software,Junior,24,"Madrid, España",Teletrabajo,"$9,000",S,9829869,Si
HENLEY,TERRAZAS,HENLEY TERRAZAS,F,Especialista de Software,Junior,29,"Ginebra, Suiza",Teletrabajo,"$6,000",O,8741445,Si
MEREDITH,VALDOVINOS,MEREDITH VALDOVINOS,F,Especialista de Software,Junior,20,"Basilea, Suiza",Hibrido,"$6,000",S,9418592,No
LEYLA,PEREA,LEYLA PEREA,F,Especialista de Software,Junior,19,"Lyon, Francia",Presencial,"$8,000",C,9644866,Si
ENSLEY,DELAGARZA,ENSLEY DELAGARZA,F,Especialista de Software,Junior,25,"Ginebra, Suiza",Presencial,"$9,000",C,9056393,Si
ZAHRA,GALARZA,ZAHRA GALARZA,F,Ingeniero de software II,Junior,20,"Lyon, Francia",Presencial,"$13,000",S,8860995,No
REINA,SALCIDO,REINA SALCIDO,F,Ingeniero de software II,Junior,28,"Madrid, España",Presencial,"$6,000",O,8863187,Si
LYLAH,MANZO,LYLAH MANZO,F,Ingeniero de software II,Junior,18,"Zurich, Suiza",Teletrabajo,"$7,000",O,9307226,No
NALANI,BAHENA,NALANI BAHENA,F,Ingeniero de software II,Junior,24,"Ginebra, Suiza",Hibrido,"$11,000",S,8780836,No
REYNA,TAVAREZ,REYNA TAVAREZ,F,Ingeniero de software II,Junior,21,"Zurich, Suiza",Teletrabajo,"$12,000",O,8681315,Si
SAIGE,RIVERO,SAIGE RIVERO,F,Ingeniero de software II,Junior,25,"Basilea, Suiza",Presencial,"$9,000",C,9033056,No
IVANNA,OLGUIN,IVANNA OLGUIN,F,Ingeniero de software II,Junior,22,"Ginebra, Suiza",Presencial,"$12,000",S,8724962,Si
ALEENA,ANGELES,ALEENA ANGELES,F,Ingeniero de software II,Junior,23,"Basilea, Suiza",Presencial,"$9,000",O,9695627,Si
EMERIE,RAMON,EMERIE RAMON,F,Ingeniero de software II,Junior,19,"Lyon, Francia",Hibrido,"$9,000",S,8857768,No
IVORY,CAMPBELL,IVORY CAMPBELL,F,Ingeniero de software II,Junior,28,"Lyon, Francia",Teletrabajo,"$8,000",C,8681444,Si
LESLIE,VALERIO,LESLIE VALERIO,F,Ingeniero de software II,Junior,21,"Zurich, Suiza",Teletrabajo,"$11,000",C,9676610,Si
ALORA,APODACA,ALORA APODACA,F,Ingeniero de software II,Junior,20,"Touluse, Francia",Presencial,"$12,000",O,9838509,No
ASHLYN,NARVAEZ,ASHLYN NARVAEZ,F,Ingeniero de software II,Junior,22,"Basilea, Suiza",Hibrido,"$12,000",C,9404544,Si
BETHANY,BAKER,BETHANY BAKER,F,Ingeniero de software II,Junior,21,"Basilea, Suiza",Presencial,"$8,000",C,8998277,Si
BONNIE,SANTAMARIA,BONNIE SANTAMARIA,F,Ingeniero de software II,Junior,18,"Madrid, España",Teletrabajo,"$13,000",O,9326223,Si
SASHA,ROJO,SASHA ROJO,F,Ingeniero de software II,Junior,24,"Touluse, Francia",Presencial,"$13,000",O,9575250,No
XIOMARA,MITCHELL,XIOMARA MITCHELL,F,Ingeniero de software II,Junior,25,"Zurich, Suiza",Hibrido,"$9,000",C,8837459,Si
ADRIANNA,PERDOMO,ADRIANNA PERDOMO,F,Ingeniero de software II,Junior,30,"Lyon, Francia",Teletrabajo,"$10,000",C,9179505,No
DAYANA,ALCANTARA,DAYANA ALCANTARA,F,Ingeniero de software II,Junior,30,"Zurich, Suiza",Teletrabajo,"$11,000",C,8904221,Si
CLEMENTINE,CURIEL,CLEMENTINE CURIEL,F,Ingeniero de software II,Junior,25,"Zurich, Suiza",Presencial,"$6,000",O,9570321,Si
EMMIE,LEDEZMA,EMMIE LEDEZMA,F,Ingeniero de software II,Junior,20,"Ginebra, Suiza",Presencial,"$8,000",S,9188154,No
JULIE,CALVILLO,JULIE CALVILLO,F,Ingeniero de software II,Junior,24,"Touluse, Francia",Presencial,"$11,000",S,9352364,No
JULIETA,PAEZ,JULIETA PAEZ,F,Ingeniero de software II,Junior,23,"Ginebra, Suiza",Presencial,"$10,000",C,9441995,No
BRIANA,MONTENEGRO,BRIANA MONTENEGRO,F,Ingeniero de software II,Junior,22,"Lyon, Francia",Presencial,"$7,000",S,8869188,No
CARLY,ACEVES,CARLY ACEVES,F,Ingeniero de software II,Junior,29,"Lyon, Francia",Presencial,"$12,000",S,9112812,Si
MACY,FLOREZ,MACY FLOREZ,F,Ingeniero de software II,Junior,27,"Lyon, Francia",Hibrido,"$8,000",S,9844425,Si
MARIE,OLMOS,MARIE OLMOS,F,Ingeniero de software II,Junior,22,"Madrid, España",Teletrabajo,"$12,000",O,9654829,No
OAKLEE,ALDANA,OAKLEE ALDANA,F,Ingeniero de software II,Junior,25,"Ginebra, Suiza",Hibrido,"$13,000",C,9348250,No
CHRISTINA,MACIEL,CHRISTINA MACIEL,F,Ingeniero de software II,Junior,27,"Basilea, Suiza",Teletrabajo,"$8,000",C,9005558,No
MALAYSIA,IGLESIAS,MALAYSIA IGLESIAS,F,Ingeniero de software II,Junior,30,"Lyon, Francia",Presencial,"$11,000",S,9646432,Si
IRENE,TINOCO,IRENE TINOCO,F,Ingeniero de software II,Junior,20,"Touluse, Francia",Teletrabajo,"$8,000",C,8820630,Si
ANNE,PEREIRA,ANNE PEREIRA,F,Ingeniero de software II,Junior,26,"Zurich, Suiza",Hibrido,"$11,000",O,9086242,No
ANAHI,TAVERAS,ANAHI TAVERAS,F,Ingeniero de software II,Junior,25,"Madrid, España",Hibrido,"$8,000",C,9693670,Si
MARA,VIERA,MARA VIERA,F,Ingeniero de software II,Junior,20,"Touluse, Francia",Presencial,"$10,000",S,9447563,Si
RHEA,HALL,RHEA HALL,F,Ingeniero de software II,Junior,28,"Basilea, Suiza",Presencial,"$6,000",O,9075537,Si
JAYDA,MAYORGA,JAYDA MAYORGA,F,Ingeniero de software II,Junior,29,"Touluse, Francia",Teletrabajo,"$8,000",O,9728734,Si
MARIAM,PAULINO,MARIAM PAULINO,F,Ingeniero de software II,Junior,22,"Lyon, Francia",Hibrido,"$13,000",O,9372680,Si
SKYLA,ROBERTS,SKYLA ROBERTS,F,Ingeniero de software II,Junior,18,"Touluse, Francia",Teletrabajo,"$12,000",O,9100154,Si
SIENA,MOSQUEDA,SIENA MOSQUEDA,F,Ingeniero de software II,Junior,29,"Zurich, Suiza",Hibrido,"$13,000",S,9174043,No
ELORA,MILLAN,ELORA MILLAN,F,Ingeniero de software II,Junior,25,"Basilea, Suiza",Hibrido,"$11,000",S,9206928,Si
MARILYN,MAYA,MARILYN MAYA,F,Ingeniero de software II,Junior,28,"Ginebra, Suiza",Hibrido,"$13,000",C,9851726,No
JAZMIN,MATIAS,JAZMIN MATIAS,F,Ingeniero de software II,Junior,22,"Touluse, Francia",Hibrido,"$7,000",C,9609266,Si
MEGAN,CARRION,MEGAN CARRION,F,Ingeniero de software II,Junior,26,"Ginebra, Suiza",Hibrido,"$10,000",C,9264519,No
ROSA,INFANTE,ROSA INFANTE,F,Ingeniero de software II,Junior,26,"Ginebra, Suiza",Presencial,"$9,000",C,9421292,No
SAVANNA,BADILLO,SAVANNA BADILLO,F,Ingeniero de software II,Junior,30,"Basilea, Suiza",Teletrabajo,"$10,000",C,9079562,No
ALLYSON,OLIVAREZ,ALLYSON OLIVAREZ,F,Ingeniero de software II,Junior,26,"Zurich, Suiza",Presencial,"$11,000",S,8759186,Si
CORALINE,ECHEVARRIA,CORALINE ECHEVARRIA,F,Ingeniero de software II,Junior,25,"Touluse, Francia",Hibrido,"$9,000",O,9480776,Si
JOHANNA,ABARCA,JOHANNA ABARCA,F,Ingeniero de software II,Junior,18,"Lyon, Francia",Teletrabajo,"$13,000",O,9526962,No
MELANY,CARTER,MELANY CARTER,F,Ingeniero de software II,Junior,21,"Zurich, Suiza",Teletrabajo,"$10,000",S,8846546,No
CHELSEA,ECHEVERRIA,CHELSEA ECHEVERRIA,F,Ingeniero de software II,Junior,25,"Lyon, Francia",Teletrabajo,"$11,000",S,8903544,No
MICHAELA,PHILLIPS,MICHAELA PHILLIPS,F,Ingeniero de software II,Junior,19,"Touluse, Francia",Teletrabajo,"$11,000",S,9566306,Si
MELINA,MONTEZ,MELINA MONTEZ,F,Ingeniero de software II,Junior,23,"Ginebra, Suiza",Teletrabajo,"$7,000",C,9568497,Si
ANGIE,GAONA,ANGIE GAONA,F,Ingeniero de software II,Junior,24,"Touluse, Francia",Hibrido,"$6,000",O,8925238,Si
CASSANDRA,DELUNA,CASSANDRA DELUNA,F,Ingeniero de software II,Junior,22,"Basilea, Suiza",Presencial,"$7,000",O,9172580,Si
YARA,LIMA,YARA LIMA,F,Ingeniero de software II,Junior,28,"Lyon, Francia",Presencial,"$10,000",S,8798539,No
KASSIDY,TORO,KASSIDY TORO,F,Ingeniero de software II,Junior,23,"Lyon, Francia",Presencial,"$12,000",S,9718598,Si
LIBERTY,RESENDEZ,LIBERTY RESENDEZ,F,Ingeniero de software II,Junior,18,"Madrid, España",Presencial,"$7,000",C,8933991,No
LILIAN,ISLAS,LILIAN ISLAS,F,Ingeniero de software II,Junior,26,"Zurich, Suiza",Teletrabajo,"$7,000",S,9749959,Si
AVAH,DELRIO,AVAH DELRIO,F,Ingeniero de software II,Junior,30,"Lyon, Francia",Hibrido,"$12,000",S,8787973,No
ANYA,PERSON,ANYA PERSON,F,Ingeniero de software II,Junior,25,"Zurich, Suiza",Teletrabajo,"$7,000",C,8988445,No
LANEY,LUCAS,LANEY LUCAS,F,Ingeniero de software II,Junior,22,"Touluse, Francia",Presencial,"$12,000",S,9210847,Si
NAVY,CONCEPCION,NAVY CONCEPCION,F,Ingeniero de software II,Junior,26,"Ginebra, Suiza",Presencial,"$11,000",S,9675992,Si
OPAL,LEBRON,OPAL LEBRON,F,Ingeniero de software II,Junior,22,"Zurich, Suiza",Presencial,"$13,000",C,8768408,Si
AMANI,RUEDA,AMANI RUEDA,F,Ingeniero de software II,Junior,19,"Ginebra, Suiza",Hibrido,"$11,000",C,9404603,Si
ZAYLEE,ARANA,ZAYLEE ARANA,F,Ingeniero de software II,Junior,22,"Madrid, España",Teletrabajo,"$12,000",O,9470937,Si
MINA,PALOMINO,MINA PALOMINO,F,Ingeniero de software II,Junior,23,"Touluse, Francia",Teletrabajo,"$9,000",C,9694295,No
SLOAN,JORDAN,SLOAN JORDAN,F,Ingeniero de software II,Junior,29,"Basilea, Suiza",Presencial,"$13,000",O,9416388,No
ROMINA,OLIVO,ROMINA OLIVO,F,Ingeniero de software II,Junior,22,"Lyon, Francia",Hibrido,"$9,000",O,8966631,No
ASHLYNN,LUCIO,ASHLYNN LUCIO,F,Ingeniero de software II,Junior,28,"Lyon, Francia",Presencial,"$8,000",C,8715834,No
ALIZA,OCASIO,ALIZA OCASIO,F,Ingeniero de software II,Junior,24,"Ginebra, Suiza",Teletrabajo,"$8,000",S,9411147,No
LIV,MELGAR,LIV MELGAR,F,Ingeniero de software II,Junior,22,"Basilea, Suiza",Presencial,"$10,000",S,9639291,Si
MALAYA,PLASCENCIA,MALAYA PLASCENCIA,F,Ingeniero de software II,Junior,27,"Basilea, Suiza",Hibrido,"$9,000",S,9524826,Si
BLAIRE,EVANS,BLAIRE EVANS,F,Ingeniero de software II,Junior,27,"Ginebra, Suiza",Teletrabajo,"$12,000",O,9720782,No
JANELLE,CAMARGO,JANELLE CAMARGO,F,Ingeniero de software II,Junior,27,"Touluse, Francia",Teletrabajo,"$12,000",C,8897685,No
KARA,CEDENO,KARA CEDENO,F,Ingeniero de software II,Junior,29,"Basilea, Suiza",Presencial,"$11,000",O,8812634,No
ANALIA,PARTIDA,ANALIA PARTIDA,F,Ingeniero de software II,Junior,25,"Ginebra, Suiza",Presencial,"$13,000",O,9090597,No
HADASSAH,MIRAMONTES,HADASSAH MIRAMONTES,F,Ingeniero de software II,Junior,19,"Ginebra, Suiza",Presencial,"$6,000",S,8845148,Si
HAYLEY,INIGUEZ,HAYLEY INIGUEZ,F,Ingeniero de software II,Junior,20,"Ginebra, Suiza",Presencial,"$10,000",O,9320796,Si
KARLA,AVINA,KARLA AVINA,F,Ingeniero de software II,Junior,19,"Madrid, España",Presencial,"$12,000",O,9365677,No
CHAYA,SANABRIA,CHAYA SANABRIA,F,Ingeniero de software II,Junior,23,"Ginebra, Suiza",Presencial,"$12,000",C,9379685,Si
CADENCE,BARRETO,CADENCE BARRETO,F,Ingeniero de software II,Junior,30,"Madrid, España",Hibrido,"$12,000",C,9465912,Si
KYRA,JURADO,KYRA JURADO,F,Ingeniero de software II,Junior,21,"Zurich, Suiza",Teletrabajo,"$12,000",C,9444734,Si
ALENA,LOZA,ALENA LOZA,F,Ingeniero de software II,Junior,20,"Madrid, España",Hibrido,"$13,000",C,9056684,Si
ELLIANNA,PARDO,ELLIANNA PARDO,F,Ingeniero de software II,Junior,20,"Ginebra, Suiza",Teletrabajo,"$9,000",S,9861573,No
KATELYN,BARBA,KATELYN BARBA,F,Ingeniero de software II,Junior,22,"Ginebra, Suiza",Presencial,"$8,000",O,9571658,Si
KIMBER,BARAHONA,KIMBER BARAHONA,F,Ingeniero de software II,Junior,26,"Zurich, Suiza",Teletrabajo,"$6,000",O,9545276,No
LAUREL,GALICIA,LAUREL GALICIA,F,Ingeniero de software II,Junior,25,"Basilea, Suiza",Hibrido,"$13,000",C,9147688,Si
LINA,MENJIVAR,LINA MENJIVAR,F,Ingeniero de software II,Junior,25,"Ginebra, Suiza",Hibrido,"$8,000",C,9243759,No
CAPRI,ANTONIO,CAPRI ANTONIO,F,Ingeniero de software II,Junior,19,"Madrid, España",Presencial,"$10,000",C,9809580,No
BRAELYN,EDWARDS,BRAELYN EDWARDS,F,Ingeniero de software II,Junior,25,"Basilea, Suiza",Presencial,"$7,000",S,8961212,No
FAYE,CARDOZA,FAYE CARDOZA,F,Ingeniero de software II,Junior,27,"Madrid, España",Teletrabajo,"$8,000",S,9102293,No
KAMIYAH,SANTOYO,KAMIYAH SANTOYO,F,Ingeniero de software II,Junior,20,"Lyon, Francia",Hibrido,"$12,000",O,9395602,Si
KENNA,SOLIZ,KENNA SOLIZ,F,Ingeniero de software II,Junior,25,"Zurich, Suiza",Teletrabajo,"$9,000",S,8713847,Si
LOUISE,ALFONSO,LOUISE ALFONSO,F,Ingeniero de software II,Junior,27,"Lyon, Francia",Hibrido,"$13,000",O,8885597,Si
CALLIOPE,MERAZ,CALLIOPE MERAZ,F,Ingeniero de software II,Junior,18,"Madrid, España",Hibrido,"$12,000",C,9140257,Si
KAYDENCE,RODARTE,KAYDENCE RODARTE,F,Ingeniero de software II,Junior,25,"Zurich, Suiza",Hibrido,"$9,000",C,9000892,Si
NALA,CHAVIRA,NALA CHAVIRA,F,Ingeniero de software II,Junior,27,"Zurich, Suiza",Hibrido,"$10,000",C,9081545,No
TIANA,HERNANDES,TIANA HERNANDES,F,Ingeniero de software II,Junior,27,"Basilea, Suiza",Hibrido,"$9,000",S,9589312,Si
SUNNY,COLLINS,SUNNY COLLINS,F,Ingeniero de software II,Junior,20,"Madrid, España",Presencial,"$9,000",C,9263978,Si
ZARIYAH,MORRIS,ZARIYAH MORRIS,F,Desarrollador de software II,Junior,22,"Touluse, Francia",Teletrabajo,"$11,000",O,9407180,Si
MILANA,CARVAJAL,MILANA CARVAJAL,F,Desarrollador de software II,Junior,24,"Lyon, Francia",Presencial,"$11,000",C,9311862,No
GIULIANA,STEWART,GIULIANA STEWART,F,Desarrollador de software II,Junior,25,"Ginebra, Suiza",Hibrido,"$11,000",C,8844504,No
EILEEN,PINTO,EILEEN PINTO,F,Desarrollador de software II,Junior,24,"Basilea, Suiza",Teletrabajo,"$9,000",C,9519983,Si
ELODIE,MENDIOLA,ELODIE MENDIOLA,F,Desarrollador de software II,Junior,29,"Lyon, Francia",Teletrabajo,"$12,000",C,9050135,Si
RAYNA,BALLESTEROS,RAYNA BALLESTEROS,F,Desarrollador de software II,Junior,19,"Touluse, Francia",Teletrabajo,"$11,000",C,9761592,No
MONICA,VILLAREAL,MONICA VILLAREAL,F,Desarrollador de software II,Junior,20,"Ginebra, Suiza",Teletrabajo,"$8,000",O,9497879,Si
GALILEA,MAGALLANES,GALILEA MAGALLANES,F,Desarrollador de software II,Junior,18,"Lyon, Francia",Teletrabajo,"$13,000",S,9491168,Si
JOURNI,MARTINES,JOURNI MARTINES,F,Desarrollador de software II,Junior,20,"Madrid, España",Hibrido,"$6,000",O,9431125,Si
LARA,MONTELONGO,LARA MONTELONGO,F,Desarrollador de software II,Junior,25,"Zurich, Suiza",Presencial,"$12,000",O,9076195,No
MARINA,ALMARAZ,MARINA ALMARAZ,F,Desarrollador de software II,Junior,30,"Ginebra, Suiza",Presencial,"$6,000",S,8852721,Si
ALIANA,TAFOYA,ALIANA TAFOYA,F,Desarrollador de software II,Junior,19,"Basilea, Suiza",Presencial,"$12,000",C,8702316,Si
HARMONI,MARISCAL,HARMONI MARISCAL,F,Desarrollador de software II,Junior,20,"Madrid, España",Presencial,"$7,000",S,9177673,No
HOLLAND,TIJERINA,HOLLAND TIJERINA,F,Desarrollador de software II,Junior,30,"Madrid, España",Teletrabajo,"$7,000",S,9021710,Si
EMMALYN,MORGAN,EMMALYN MORGAN,F,Desarrollador de software II,Junior,25,"Basilea, Suiza",Hibrido,"$13,000",O,9227899,Si
LAURYN,VICENTE,LAURYN VICENTE,F,Desarrollador de software II,Junior,26,"Ginebra, Suiza",Teletrabajo,"$13,000",S,9203608,Si
CHANEL,MADERA,CHANEL MADERA,F,Desarrollador de software II,Junior,25,"Touluse, Francia",Presencial,"$11,000",C,8718994,Si
TINSLEY,COLLADO,TINSLEY COLLADO,F,Desarrollador de software II,Junior,23,"Madrid, España",Presencial,"$9,000",C,8783040,No
JESSIE,ROGERS,JESSIE ROGERS,F,Desarrollador de software II,Junior,19,"Zurich, Suiza",Presencial,"$9,000",S,9840403,No
LACEY,COTA,LACEY COTA,F,Desarrollador de software II,Junior,18,"Touluse, Francia",Hibrido,"$6,000",S,9175341,No
ELYSE,SARABIA,ELYSE SARABIA,F,Desarrollador de software II,Junior,23,"Zurich, Suiza",Teletrabajo,"$10,000",C,8821293,Si
JANIYAH,CARTAGENA,JANIYAH CARTAGENA,F,Desarrollador de software II,Junior,26,"Madrid, España",Teletrabajo,"$7,000",O,9438575,No
JOLIE,BAEZA,JOLIE BAEZA,F,Desarrollador de software II,Junior,30,"Touluse, Francia",Presencial,"$8,000",C,9836767,No
MARLEIGH,GRACIA,MARLEIGH GRACIA,F,Desarrollador de software II,Junior,18,"Basilea, Suiza",Hibrido,"$11,000",C,9206038,No
ROSELYN,DEANDA,ROSELYN DEANDA,F,Desarrollador de software II,Junior,29,"Madrid, España",Presencial,"$7,000",S,9706280,No
LILLIE,LOZADA,LILLIE LOZADA,F,Desarrollador de software II,Junior,19,"Touluse, Francia",Teletrabajo,"$7,000",S,9448134,Si
LOUISA,VALVERDE,LOUISA VALVERDE,F,Desarrollador de software II,Junior,26,"Zurich, Suiza",Presencial,"$13,000",S,8938405,Si
MADISYN,MARTE,MADISYN MARTE,F,Desarrollador de software II,Junior,28,"Touluse, Francia",Hibrido,"$9,000",O,8862396,No
PENNY,JAQUEZ,PENNY JAQUEZ,F,Desarrollador de software II,Junior,27,"Zurich, Suiza",Teletrabajo,"$13,000",C,9242071,Si
KINSLEE,TURNER,KINSLEE TURNER,F,Desarrollador de software II,Junior,30,"Ginebra, Suiza",Teletrabajo,"$9,000",C,9450089,Si
TREASURE,MONCADA,TREASURE MONCADA,F,Desarrollador de software II,Junior,25,"Basilea, Suiza",Presencial,"$10,000",O,8724417,Si
ZANIYAH,ARGUELLO,ZANIYAH ARGUELLO,F,Desarrollador de software II,Junior,26,"Madrid, España",Presencial,"$12,000",O,9076801,Si
ESTELLA,JARA,ESTELLA JARA,F,Desarrollador de software II,Junior,25,"Zurich, Suiza",Presencial,"$9,000",C,9826720,No
JAYLAH,JAMES,JAYLAH JAMES,F,Desarrollador de software II,Junior,20,"Touluse, Francia",Presencial,"$8,000",C,9135524,No
KHALEESI,OVIEDO,KHALEESI OVIEDO,F,Desarrollador de software II,Junior,28,"Zurich, Suiza",Presencial,"$6,000",C,8973730,Si
ALEXIA,MANRIQUEZ,ALEXIA MANRIQUEZ,F,Desarrollador de software II,Junior,29,"Madrid, España",Presencial,"$13,000",O,9476481,No
DULCE,PARADA,DULCE PARADA,F,Desarrollador de software II,Junior,24,"Lyon, Francia",Hibrido,"$9,000",O,8959075,Si
INDIE,PELAYO,INDIE PELAYO,F,Desarrollador de software II,Junior,26,"Basilea, Suiza",Teletrabajo,"$8,000",S,8767674,Si
WAVERLY,PARKER,WAVERLY PARKER,F,Desarrollador de software II,Junior,22,"Touluse, Francia",Hibrido,"$8,000",S,8915560,Si
GIOVANNA,SALVADOR,GIOVANNA SALVADOR,F,Desarrollador de software II,Junior,29,"Ginebra, Suiza",Teletrabajo,"$7,000",S,9554558,Si
MILEY,MAGDALENO,MILEY MAGDALENO,F,Desarrollador de software II,Junior,29,"Madrid, España",Presencial,"$12,000",O,9428120,No
SAOIRSE,LEIVA,SAOIRSE LEIVA,F,Desarrollador de software II,Junior,23,"Touluse, Francia",Teletrabajo,"$13,000",C,9238464,Si
ESTRELLA,ASCENCIO,ESTRELLA ASCENCIO,F,Desarrollador de software II,Junior,26,"Madrid, España",Hibrido,"$12,000",C,8689975,No
GRETA,ALVARENGA,GRETA ALVARENGA,F,Desarrollador de software II,Junior,25,"Madrid, España",Hibrido,"$6,000",S,9776314,Si
ROSALIA,CONDE,ROSALIA CONDE,F,Desarrollador de software II,Junior,30,"Lyon, Francia",Presencial,"$8,000",C,9273608,No
MYLAH,SANTACRUZ,MYLAH SANTACRUZ,F,Desarrollador de software II,Junior,25,"Basilea, Suiza",Presencial,"$6,000",S,9548948,Si
TERESA,MENCHACA,TERESA MENCHACA,F,Desarrollador de software II,Junior,29,"Ginebra, Suiza",Teletrabajo,"$7,000",O,9876641,Si
BRIDGET,URIAS,BRIDGET URIAS,F,Desarrollador de software II,Junior,18,"Madrid, España",Hibrido,"$9,000",C,8728928,Si
KELLY,CARO,KELLY CARO,F,Desarrollador de software II,Junior,24,"Basilea, Suiza",Teletrabajo,"$8,000",S,9080153,Si
ADALEE,TERAN,ADALEE TERAN,F,Desarrollador de software II,Junior,29,"Madrid, España",Hibrido,"$7,000",O,8827279,No
AUBRIE,MANZANO,AUBRIE MANZANO,F,Desarrollador de software II,Junior,18,"Lyon, Francia",Hibrido,"$8,000",C,9296141,No
LEA,OROSCO,LEA OROSCO,F,Desarrollador de software II,Junior,20,"Zurich, Suiza",Hibrido,"$11,000",C,9024228,Si
HARLEE,VACA,HARLEE VACA,F,Desarrollador de software II,Junior,30,"Zurich, Suiza",Hibrido,"$8,000",O,9153079,No
ANIKA,ORDAZ,ANIKA ORDAZ,F,Desarrollador de software II,Junior,22,"Lyon, Francia",Hibrido,"$12,000",C,9430281,Si
ITZAYANA,CASTELLON,ITZAYANA CASTELLON,F,Desarrollador de software II,Junior,19,"Ginebra, Suiza",Presencial,"$11,000",C,9553558,Si
HANA,QUEVEDO,HANA QUEVEDO,F,Desarrollador de software II,Junior,30,"Lyon, Francia",Teletrabajo,"$8,000",S,9443069,No
KAISLEY,VILLALPANDO,KAISLEY VILLALPANDO,F,Desarrollador de software II,Junior,21,"Madrid, España",Presencial,"$9,000",O,9694273,No
MIKAELA,BIANCO,MIKAELA BIANCO,F,Desarrollador de software II,Junior,23,"Ginebra, Suiza",Hibrido,"$6,000",C,8725544,Si
NAYA,GASPAR,NAYA GASPAR,F,Desarrollador de software II,Junior,20,"Madrid, España",Teletrabajo,"$8,000",S,9470237,Si
AVALYNN,OLIVERA,AVALYNN OLIVERA,F,Desarrollador de software II,Junior,22,"Zurich, Suiza",Teletrabajo,"$12,000",S,9034871,No
MARGO,LOREDO,MARGO LOREDO,F,Desarrollador de software II,Junior,23,"Lyon, Francia",Teletrabajo,"$9,000",C,9365063,No
